author_name,painting_name,Style,Genre,Theme,Date,Period,image_url
Tang Yin, 11516,Ink and wash painting,genre painting,,1516,,https://uploads4.wikiart.org//images//tang-yin//-11516.jpg!Large.jpg
Tang Yin,Sound Of Pines On A Mountain Path 1516,Ink and wash painting,shan shui,,1516,,https://uploads0.wikiart.org//images//tang-yin//sound-of-pines-on-a-mountain-path-1516.jpg!Large.jpg
Tang Yin,Tao Gu Presents A Poem 1515,Ink and wash painting,genre painting,,1515,,https://uploads7.wikiart.org//images//tang-yin//tao-gu-presents-a-poem-1515.jpg!Large.jpg
Tang Yin,Clearing After Snow On A Mountain Pass 1507,Ink and wash painting,shan shui,,1507,,https://uploads5.wikiart.org//images//tang-yin//clearing-after-snow-on-a-mountain-pass-1507.jpg!Large.jpg
Jacques Daret,Adoration Of The Magi 1435,Northern Renaissance,religious painting,,1435,,https://uploads3.wikiart.org//00119//images//jacques-daret//adoration-of-the-magi.jpg!Large.jpg
Ghiberti,Door Of The Paradise 1452,Early Renaissance,sculpture,,1425,,https://uploads1.wikiart.org//00164//images//ghiberti//lorenzo-ghiberti-porta-del-paradiso-1425-52-00.JPG!Large.JPG
Ghiberti,Santo Stefano 1428,Early Renaissance,sculpture,,1427,,https://uploads3.wikiart.org//00164//images//ghiberti//firenzeorsanmichele05.jpg!Large.jpg
Ghiberti,North Door 1424,Early Renaissance,sculpture,,1403,,https://uploads1.wikiart.org//00164//images//ghiberti//lorenzo-ghiberti-e-aiuti-porta-nord-del-battistero-di-firenze-01.JPG!Large.JPG
Ghiberti,San Matteo 1423,Early Renaissance,sculpture,,1419,,https://uploads8.wikiart.org//00164//images//ghiberti//800px-orsanmichele-san-matteo-di-ghiberti-02.JPG!Large.JPG
Ghiberti,San Juan Bautista 1416,Early Renaissance,sculpture,,1412,,https://uploads0.wikiart.org//00164//images//ghiberti//320px-firenzeorsanmichele14.jpg!Large.jpg
Ghiberti,The Sacrifice Of Isaac,Early Renaissance,sculpture,,1401,,https://uploads1.wikiart.org//00164//images//ghiberti//800px-wga-ghiberti-sacrifice-of-isaajpg!Large.jpg
Jacques Daret,Nativity 1435,Northern Renaissance,religious painting,,1435,,https://uploads8.wikiart.org//00119//images//jacques-daret//nativity.jpg!Large.jpg
Jacques Daret,Visitation 1435,Northern Renaissance,religious painting,,1435,,https://uploads6.wikiart.org//00119//images//jacques-daret//visitation-1435.jpg!Large.jpg
Jacques Daret,Presentation In The Temple 1435,Northern Renaissance,religious painting,,1435,,https://uploads8.wikiart.org//00119//images//jacques-daret//presentation-in-the-temple.jpg!Large.jpg
Emperor Huizong,Five Colored Parakeet On A Blossoming Apricot Tree 1119,Gongbi,bird-and-flower painting,,1119,,https://uploads6.wikiart.org//images//emperor-huizong//five-colored-parakeet-on-a-blossoming-apricot-tree-1119.jpg!Large.jpg
Emperor Huizong,Auspicious Cranes 1112,Gongbi,animal painting,,1112,,https://uploads0.wikiart.org//images//emperor-huizong//auspicious-cranes-1112.jpg!Large.jpg
Emperor Huizong,Pigeon On A Peach Branch 1108,Gongbi,bird-and-flower painting,,1108,,https://uploads7.wikiart.org//images//emperor-huizong//pigeon-on-a-peach-branch-1108.jpg!Large.jpg
Emperor Huizong,Women Preparing Silk After Zhang Xuan 1100,Gongbi,genre painting,,1100,,https://uploads2.wikiart.org//images//emperor-huizong//women-preparing-silk-after-zhang-xuan-1100.jpg!Large.jpg
Emperor Huizong,An Elegant Party 1100,Gongbi,genre painting,,1100,,https://uploads8.wikiart.org//images//emperor-huizong//an-elegant-party-1100.jpg!Large.jpg
Emperor Huizong,An Elegant Party Detail 1100,Gongbi,genre painting,,1100,,https://uploads6.wikiart.org//images//emperor-huizong//an-elegant-party-detail-1100.jpg!Large.jpg
Hildegard Of Bingen,Prayer Book Of Hildegard Of Bingen 1179,Romanesque,miniature,,1179,,https://uploads3.wikiart.org//images//hildegard-of-bingen//prayer-book-of-hildegard-of-bingen-1179.jpg!Large.jpg
Hildegard Of Bingen,The Universe 1165,Romanesque,miniature,,1165,,https://uploads8.wikiart.org//images//hildegard-of-bingen//the-universe-1165.jpg!Large.jpg
Hildegard Of Bingen,The True Trinity In True Unity 1165,Romanesque,miniature,,1165,,https://uploads8.wikiart.org//images//hildegard-of-bingen//the-true-trinity-in-true-unity-1165.jpg!Large.jpg
Hildegard Of Bingen,The Mystical Body 1165,Romanesque,miniature,,1165,,https://uploads4.wikiart.org//images//hildegard-of-bingen//the-mystical-body-1165.jpg!Large.jpg
Hildegard Of Bingen,Motherhood In The Spirit And The Water 1165,Romanesque,miniature,,1165,,https://uploads7.wikiart.org//images//hildegard-of-bingen//motherhood-in-the-spirit-and-the-water-1165.jpg!Large.jpg
Sm Sultan,After The Flood 1986,Expressionism,landscape,,1986,,https://uploads8.wikiart.org//00138//images//sm-sultan//after-the-flood-1986.jpg
Sm Sultan,Farmers In Confrontation 1986,"Social Realism,Expressionism",landscape,,1986,,https://uploads8.wikiart.org//00138//images//sm-sultan//farmers-in-confrontation-1986.jpg
Sm Sultan,Char Dakhal 1976,Expressionism,landscape,, ; Bangladesh,,https://uploads5.wikiart.org//00131//images//sm-sultan//sm-sultan-char-dakhal-1976.jpg
Sm Sultan,Peasants At Work 1975,"Social Realism,Expressionism",landscape,,1975,,https://uploads0.wikiart.org//00138//images//sm-sultan//peasants-at-work-1975.jpg
Sm Sultan,Study For A Male Head 1956,"Social Realism,Expressionism",landscape,,1956,,https://uploads6.wikiart.org//00138//images//sm-sultan//study-for-a-male-head-1956.jpg!Large.jpg
Sm Sultan,Untitled Landscape 1952,"Social Realism,Expressionism",landscape,,1952,,https://uploads3.wikiart.org//00138//images//sm-sultan//untitled-landscape-1952.jpg!Large.jpg
Jose Manuel Capuletti,Portrait Of Woman In Seascape,Surrealism,portrait,,1958,,https://uploads4.wikiart.org//images//jose-manuel-capuletti//portrait-of-woman-in-seascape.jpg!Large.jpg
Jose Manuel Capuletti,Pilar 1955,Surrealism,portrait,,1955,,https://uploads2.wikiart.org//images//jose-manuel-capuletti//pilar-1955.jpg
Jose Manuel Capuletti,Dama En La Playa 1953,Surrealism,genre painting,,1953,,https://uploads4.wikiart.org//images//jose-manuel-capuletti//dama-en-la-playa-1953.jpg
Jose Manuel Capuletti,Allegory Of Music 1946,Surrealism,allegorical painting,,1946,,https://uploads5.wikiart.org//images//jose-manuel-capuletti//allegory-of-music-1946.jpg
Jean Francois Dubreuil,Qxo2 2 La Montagne Du 20 05 2010 2010,Neo-Geo,abstract,,2010,,https://uploads3.wikiart.org//images//jean-francois-dubreuil//qxo2-2-la-montagne-du-20-05-2010-2010.jpg
Jean Francois Dubreuil,Voix Du Jura N 3296 2008,Neo-Geo,abstract,,2008,,https://uploads8.wikiart.org//images//jean-francois-dubreuil//voix-du-jura-n-3296-2008.jpg
Jean Francois Dubreuil,Qvh1 Le Courrier De L Est N 243 13 10 2007 2007,Neo-Geo,abstract,,2007,,https://uploads4.wikiart.org//images//jean-francois-dubreuil//qvh1-le-courrier-de-l-est-n-243-13-10-2007-2007.jpg
Jean Francois Dubreuil,Lib Ration No 3781 1993,Neo-Geo,abstract,,1993,,https://uploads8.wikiart.org//images//jean-francois-dubreuil//lib-ration-no-3781-1993.jpg!Large.jpg
Jean Francois Dubreuil,O Globo 1992,Neo-Geo,abstract,,1992,,https://uploads5.wikiart.org//images//jean-francois-dubreuil//o-globo-1992.jpg
Rafael Ferran,Ferran Levaggio Di Venezia2 Jpg 2016,Abstract Art,"abstract,figurative",,2012,,https://uploads5.wikiart.org//00121//images//rafael-ferran//ferran-levaggio-di-venezia2-jpg.JPG!Large.JPG
Rafael Ferran,Ferran Viento 2 Jpg 2016,Abstract Art,"abstract,figurative",,2012,,https://uploads1.wikiart.org//00121//images//rafael-ferran//ferran-viento-2-jpg.jpg
Rafael Ferran,Ferran Viento Jpg 2012,Abstract Art,"abstract,figurative",,2010,,https://uploads0.wikiart.org//00121//images//rafael-ferran//ferran-viento-jpg.JPG!Large.JPG
Rafael Ferran,Ferran Levaggio Di Venezia3 Jpg 2009,Abstract Art,"abstract,figurative",,,,https://uploads7.wikiart.org//00121//images//rafael-ferran//ferran-levaggio-di-venezia3-jpg-1.jpg!Large.jpg
Rafael Ferran,Ferran Levaggio Di Venizia Jpg 2007,Abstract Art,"abstract,figurative",,,,https://uploads4.wikiart.org//00121//images//rafael-ferran//ferran-levaggio-di-venizia-jpg.jpg!Large.jpg
Futura 2000,Saint Patrick Futura 2009,Street art,graffiti,,2009,,https://uploads7.wikiart.org//images//futura-2000//saint-patrick-futura-2009.jpg
Futura 2000,Never Never Land 2003,Street art,graffiti,,2003,,https://uploads3.wikiart.org//images//futura-2000//never-never-land-2003.jpg
Futura 2000,Wall 1982,Street art,graffiti,,1982,,https://uploads0.wikiart.org//images//futura-2000//wall-1982.jpg
Futura 2000,Piece 1980,Street art,graffiti,,1980,,https://uploads1.wikiart.org//images//futura-2000//piece-1980.jpg
Futura 2000,Kel 1St 1980,Street art,graffiti,,1980,,https://uploads4.wikiart.org//images//futura-2000//kel-1st-1980.jpg!Large.jpg
Gregg Renfrow,Cool Grays 11 6 2011,Light and Space,abstract,,2011,,https://uploads4.wikiart.org//images//gregg-renfrow//cool-grays-11-6-2011.jpg
Gregg Renfrow,Ivory Black Violet Yellow Green 2009,Light and Space,abstract,,2009,,https://uploads2.wikiart.org//images//gregg-renfrow//ivory-black-violet-yellow-green-2009.jpg
Gregg Renfrow,Carbon Black 19 2007,Light and Space,abstract,,2007,,https://uploads4.wikiart.org//images//gregg-renfrow//carbon-black-19-2007.jpg
Gregg Renfrow,06 47 2007,Light and Space,abstract,,2007,,https://uploads3.wikiart.org//images//gregg-renfrow//06-47-2007.jpg
Gregg Renfrow,Close 1985,Light and Space,abstract,,1985,,https://uploads4.wikiart.org//images//gregg-renfrow//close-1985.jpg!Large.jpg
Hassan Massoudy,Untitled 2011,Abstract Expressionism,calligraphy,,2011,,https://uploads8.wikiart.org//images//hassan-massoudy//untitled-2011.jpg
Hassan Massoudy,Untitled 2009,Abstract Expressionism,calligraphy,,2009,,https://uploads8.wikiart.org//images//hassan-massoudy//untitled-2009.jpg
Hassan Massoudy,Untitled 2000,Abstract Expressionism,calligraphy,,2000,,https://uploads8.wikiart.org//images//hassan-massoudy//untitled-2000.jpg
Hassan Massoudy,Untitled 1996,Abstract Expressionism,calligraphy,,1996,,https://uploads8.wikiart.org//images//hassan-massoudy//untitled-1996.jpg
Mel Ramsden,Six Negatives Collaboration With Ian Burn 1969,Conceptual Art,installation,, 1968 - ;  Australia,,https://uploads1.wikiart.org//images//mel-ramsden//six-negatives-collaboration-with-ian-burn-1969.jpg
Mel Ramsden,100 Abstract 1968,Conceptual Art,installation,,1968,,https://uploads8.wikiart.org//images//mel-ramsden//100-abstract-1968.jpg
Mel Ramsden,Guaranteed Painting 1968,Conceptual Art,installation,,1967 - 1968,,https://uploads7.wikiart.org//images//mel-ramsden//guaranteed-painting-1968.jpg!Large.jpg
Mel Ramsden,Secret Painting 1968,Conceptual Art,installation,,1967 - 1968,,https://uploads3.wikiart.org//images//mel-ramsden//secret-painting-1968.jpg!Large.jpg
Mel Ramsden,Black Painting 1966,Conceptual Art,abstract,,1966,,https://uploads2.wikiart.org//images//mel-ramsden//black-painting-1966.jpg!Large.jpg
Valentin Khrushch,Pokhishchenie Evropy 1990,Figurative Expressionism,mythological painting,,,,https://uploads4.wikiart.org//00157//images//valentin-khrushch//valentin-khrushch-europe-abduction-85-5-x-61-5-cm-paper-acrylic-1990.jpg!Large.jpg
Konstantin Vasilyev,Not Detected 272814,Contemporary Realism,mythological painting,,1974,,https://uploads1.wikiart.org//images//konstantin-vasilyev//not-detected-272814.jpg!Large.jpg
Konstantin Vasilyev,Not Detected 272810,Symbolism,mythological painting,,1973,,https://uploads1.wikiart.org//images//konstantin-vasilyev//not-detected-272810.jpg!Large.jpg
Konstantin Vasilyev,Not Detected 272787,Symbolism,mythological painting,,1964,,https://uploads1.wikiart.org//images//konstantin-vasilyev//not-detected-272787.jpg!Large.jpg
Konstantin Vasilyev,Not Detected 272795,Surrealism,mythological painting,,1963,,https://uploads1.wikiart.org//images//konstantin-vasilyev//not-detected-272795.jpg!Large.jpg
Konstantin Vasilyev,Not Detected 272788,Surrealism,mythological painting,,1963,,https://uploads1.wikiart.org//images//konstantin-vasilyev//not-detected-272788.jpg!Large.jpg
Valentin Khrushch,Natyurmort S Reproduktsiey Lukasa Kranakha 1970,"Metaphysical art,New Realism",figurative,,,,https://uploads4.wikiart.org//00157//images//valentin-khrushch//valentin-khrushch-still-life-with-lucas-kranakh-reproduction-60-5-x-60-5-cm-oil-on-canvas-1970s.JPG!Large.JPG
Valentin Khrushch,Rybki 1970,"Figurative Expressionism,Expressionism",figurative,,,,https://uploads4.wikiart.org//00157//images//valentin-khrushch//valentin-khrushch-fishes-mixed-media-on-wood-1970s.JPG!Large.JPG
Valentin Khrushch,Golova 1970,"Abstract Expressionism,Expressionism",abstract,,1970,,https://uploads4.wikiart.org//00157//images//valentin-khrushch//valentin-khrushch-head-95-5-x-95-5-cm-plywood-acrylic-1970s.JPG!Large.JPG
Nancy Holt,Sky Mound 2008,Environmental (Land) Art,installation,,,1988 - 2008,https://uploads4.wikiart.org//images//nancy-holt//sky-mound-2008.jpg
Nancy Holt,Dark Star Park 1984,Environmental (Land) Art,installation,,,,https://uploads1.wikiart.org//images//nancy-holt//dark-star-park-1984.jpg!Large.jpg
Nancy Holt,Thirty Below 1980,Environmental (Land) Art,installation,,,,https://uploads7.wikiart.org//images//nancy-holt//thirty-below-1980.jpg
Nancy Holt,Stone Enclosure Rock Rings 1978,Environmental (Land) Art,installation,,,1977 - 1978,https://uploads4.wikiart.org//images//nancy-holt//stone-enclosure-rock-rings-1978.jpg!Large.jpg
Nancy Holt,Sun Tunnels 1976,Environmental (Land) Art,installation,, ;  United States,,https://uploads7.wikiart.org//images//nancy-holt//sun-tunnels-1976.jpg!Large.jpg
Hossein Zenderoudi,First Name 1977,Abstract Art,calligraphy,,1977,,https://uploads0.wikiart.org//00108//images//hossein-zenderoudi//first-name-1977.jpg
Hossein Zenderoudi,Tchaar Bagh 1977,Abstract Art,calligraphy,,1977,,https://uploads1.wikiart.org//00108//images//hossein-zenderoudi//tchaar-bagh-1981.jpg
Hossein Zenderoudi,Crowns Of Love 1972,Abstract Art,calligraphy,,1972,,https://uploads4.wikiart.org//00108//images//hossein-zenderoudi//crowns-of-love-1972.jpg
Hossein Zenderoudi,Arbab 1968,Abstract Art,calligraphy,,1972,,https://uploads4.wikiart.org//00108//images//hossein-zenderoudi//arbab-1972.jpg
Jean Claude Silbermann,Les Demoiselles 2008,Surrealism,,,2008,,https://uploads5.wikiart.org//images//jean-claude-silbermann//les-demoiselles-2008.jpg!Large.jpg
Jean Claude Silbermann,N 7775 1984,Surrealism,figurative,,1984,,https://uploads4.wikiart.org//images//jean-claude-silbermann//n-7775-1984.jpg
Jean Claude Silbermann,N 7777 1977,Surrealism,figurative,,1977,,https://uploads4.wikiart.org//images//jean-claude-silbermann//n-7777-1977.jpg
Jean Claude Silbermann,N 6608 Enseigne Peinte Les Sciences Exactes 1977,Surrealism,figurative,,1977,,https://uploads5.wikiart.org//images//jean-claude-silbermann//n-6608-enseigne-peinte-les-sciences-exactes-1977.jpg
Thomas Nonn,Contained Force No 2 2012,Abstract Art,"abstract,sculpture",,,,https://uploads7.wikiart.org//00128//images//thomas-nonn//img-1580.jpg!Large.jpg
Thomas Nonn,Grand Split 1994,Abstract Art,"abstract,sculpture",,,,https://uploads8.wikiart.org//00128//images//thomas-nonn//img035-modified-v2.jpg!Large.jpg
Thomas Nonn,Mirage 1989,Abstract Art,"abstract,sculpture",,,,https://uploads8.wikiart.org//00128//images//thomas-nonn//img081-modified-v1.jpg!Large.jpg
Thomas Nonn,Facade 1965,Abstract Art,"abstract,sculpture",,,,https://uploads5.wikiart.org//00128//images//thomas-nonn//img020.jpg!Large.jpg
Thomas Nonn,Untitled 1960,Abstract Art,"abstract,sculpture",,,,https://uploads0.wikiart.org//00128//images//thomas-nonn//artfrom-1956-1960-modified-v2.jpg
Jyoti Bhatt,Queen Of The Heart 1993,Naïefve Art (Primitivism),symbolic painting,,1993,,https://uploads5.wikiart.org//images//jyoti-bhatt//queen-of-the-heart-1993.jpg
Jyoti Bhatt,Reminiscent Images 1990,"Pop Art,Naïefve Art (Primitivism)",symbolic painting,,1990,,https://uploads5.wikiart.org//images//jyoti-bhatt//reminiscent-images-1990.jpg
Jyoti Bhatt,Self Portrait 1970,Naïefve Art (Primitivism),symbolic painting,,1970,,https://uploads1.wikiart.org//images//jyoti-bhatt//self-portrait-1970.jpg!Large.jpg
Jyoti Bhatt,Woman With Parrot 1965,Naïefve Art (Primitivism),symbolic painting,,1965,,https://uploads4.wikiart.org//images//jyoti-bhatt//woman-with-parrot-1965.jpg
Jyoti Bhatt,Mother Child 1961,Naïefve Art (Primitivism),symbolic painting,,1961,,https://uploads0.wikiart.org//images//jyoti-bhatt//mother-child-1961.jpg!Large.jpg
Constantin Blendea,Miscare In Spatiu 2004,Abstract Art,abstract,,2006,,https://uploads6.wikiart.org//images//constantin-blendea//miscare-in-spatiu-2004(1).jpg!Large.jpg
Constantin Blendea,Plutire Verticala,Abstract Art,abstract,,2002,,https://uploads7.wikiart.org//images//constantin-blendea//plutire-verticala.jpg!Large.jpg
Constantin Blendea,Unknown Title 1999,Abstract Art,abstract,,1999,,https://uploads8.wikiart.org//images//constantin-blendea//unknown-title-1999.jpg!Large.jpg
Constantin Blendea,Dialog 1976,"Cubism,Expressionism",abstract,,1976,,https://uploads0.wikiart.org//images//constantin-blendea//dialog-1976.jpg
Afewerk Tekle,Demera 1974,Expressionism,genre painting,,1974,,https://uploads4.wikiart.org//images//afewerk-tekle//demera-1974.jpg
Afewerk Tekle,Male Portrait 1973,Expressionism,portrait,,1973,,https://uploads2.wikiart.org//images//afewerk-tekle//male-portrait-1973.jpg
Afewerk Tekle,African Heritage 1967,Expressionism,symbolic painting,,1967,,https://uploads5.wikiart.org//images//afewerk-tekle//african-heritage-1967.jpg
Afewerk Tekle,Mother Ethiopia 1963,Expressionism,symbolic painting,,1963,,https://uploads4.wikiart.org//images//afewerk-tekle//mother-ethiopia-1963.jpg
Afewerk Tekle,The Maskal Flower 1959,Expressionism,portrait,,1959,,https://uploads6.wikiart.org//images//afewerk-tekle//the-maskal-flower-1959.jpg
Rubem Ludolf,Trama 1998,Concretism,abstract,,1998,,https://uploads2.wikiart.org//images//rubem-ludolf//trama-1998.jpg
Rubem Ludolf,Untitled 1972,Op Art,abstract,,1972,,https://uploads6.wikiart.org//images//rubem-ludolf//untitled-1972.jpg!Large.jpg
Rubem Ludolf,Objeto Cin Tico 1970,Kinetic Art,abstract,,1970,,https://uploads3.wikiart.org//images//rubem-ludolf//objeto-cin-tico-1970.jpg
Rubem Ludolf,Untitled 1958,Op Art,abstract,,1958,,https://uploads6.wikiart.org//images//rubem-ludolf//untitled-1958.jpg!Large.jpg
Rubem Ludolf,Untitled 1957,Concretism,abstract,,1957,,https://uploads5.wikiart.org//images//rubem-ludolf//untitled-1957.jpg
Rubem Ludolf,Composi O Sobre Fundo Cinza 1956,Concretism,abstract,,1956,,https://uploads7.wikiart.org//images//rubem-ludolf//composi-o-sobre-fundo-cinza-1956.jpg!Large.jpg
Sabin Balasa,The Galaxy Of Love 2002,"Kitsch,Surrealism",symbolic painting,,2002,,https://uploads6.wikiart.org//images//sabin-b-la-a//the-galaxy-of-love-2002.jpg
Sabin Balasa,The Exodus Towards Light 1999,Surrealism,symbolic painting,,1999,,https://uploads3.wikiart.org//images//sabin-b-la-a//the-exodus-towards-light-1999.jpg
Sabin Balasa,Nude On The Beach 1995,Surrealism,nude painting (nu),,1995,,https://uploads6.wikiart.org//images//sabin-b-la-a//nude-on-the-beach-1995.jpg!Large.jpg
Sabin Balasa,Cosmic Wedding 1982,Surrealism,symbolic painting,,1982,,https://uploads3.wikiart.org//images//sabin-b-la-a//cosmic-wedding-1982.jpg!Large.jpg
Roman Opalka,1965 1 D Tail Photo 2011,Conceptual Art,photo,,2011,,https://uploads7.wikiart.org//images//roman-opalka//1965-1-d-tail-photo-2011.jpg
Roman Opalka,1 00 Detail 868 149 893 746 1967 71 1965,Conceptual Art,abstract,,1965 - 1971,,https://uploads6.wikiart.org//images//roman-opalka//1-00-detail-868-149-893-746-1967-71-1965.jpg!Large.jpg
Roman Opalka,Tau 1965,Conceptual Art,abstract,,1965,,https://uploads0.wikiart.org//images//roman-opalka//tau-1965.jpg
Roman Opalka,1965 1 D Tail Photo 1965,Conceptual Art,photo,,1965,,https://uploads7.wikiart.org//images//roman-opalka//1965-1-d-tail-photo-1965.jpg
Henry Villierme,Hidden Valley 2007,Neo-Expressionism,landscape,,2007,,https://uploads4.wikiart.org//images//henry-villierme//hidden-valley-2007.jpg
Henry Villierme,A Quiet Moment 1995,Neo-Expressionism,landscape,,1995,,https://uploads5.wikiart.org//images//henry-villierme//a-quiet-moment-1995.jpg
Henry Villierme,Untitled Landscape 1984,Neo-Expressionism,landscape,,1984,,https://uploads0.wikiart.org//images//henry-villierme//untitled-landscape-1984.jpg
Henry Villierme,Landscape 1957,Neo-Expressionism,landscape,,1957,,https://uploads0.wikiart.org//images//henry-villierme//landscape-1957.jpg
Henry Villierme,Landscape 1956,Neo-Expressionism,landscape,,1956,,https://uploads0.wikiart.org//images//henry-villierme//landscape-1956.jpg
Grigor Khanjyan,Vardananq,Expressionism,,, 1992 - ; Armenia,,https://uploads5.wikiart.org//images//grigor-khanjyan//vardananq.jpg!Large.jpg
Grigor Khanjyan,In The Cafe 1976,Expressionism,genre painting,,1976,,https://uploads2.wikiart.org//images//grigor-khanjyan//in-the-cafe-1976.jpg
Grigor Khanjyan,Illustration To The Poem Gevorg Emin S Sasun Dance 1975,Expressionism,illustration,,1975,Armenian art,https://uploads5.wikiart.org//images//grigor-khanjyan//illustration-to-the-poem-gevorg-emin-s-sasun-dance-1975.jpg
Grigor Khanjyan,Bread Love And Dream 1964,Expressionism,genre painting,,1964,,https://uploads3.wikiart.org//images//grigor-khanjyan//bread-love-and-dream-1964.jpg!Large.jpg
Grigor Khanjyan,Rome 1962,Expressionism,cityscape,,1962,Armenian art,https://uploads5.wikiart.org//images//grigor-khanjyan//rome-1962.jpg!Large.jpg
Grigor Khanjyan, 1953,Expressionism,genre painting,, ; Armenia,,https://uploads7.wikiart.org//00100//images//grigor-khanjyan//38274-b.jpg
Anatoli Papian,Self Portrait 1999,Expressionism,"genre painting,landscape",,1999,,https://uploads4.wikiart.org//images//anatoli-papian//self-portrait-1999.jpg!Large.jpg
Anatoli Papian,Portrait Of Anna 1983,Expressionism,"genre painting,landscape",,1983,,https://uploads6.wikiart.org//images//anatoli-papian//portrait-of-anna-1983.jpg
Anatoli Papian,Nocturne 1970,Expressionism,"genre painting,landscape",,1970,,https://uploads7.wikiart.org//images//anatoli-papian//nocturne-1970.jpg
Anatoli Papian,The Old Mine 1957,Expressionism,"genre painting,landscape",,1957,,https://uploads2.wikiart.org//images//anatoli-papian//the-old-mine-1957.jpg
Stanley Pinker,Gone But Not Forgotten 1976,Cubism,landscape,,1976,,https://uploads3.wikiart.org//images//stanley-pinker//gone-but-not-forgotten-1976.jpg
Stanley Pinker,The Wheel Of Life 1974,"Pop Art,Surrealism",figurative,,1974,,https://uploads7.wikiart.org//images//stanley-pinker//the-wheel-of-life-1974.jpg
Stanley Pinker,The Welder 1974,Cubism,figurative,,1974,,https://uploads1.wikiart.org//images//stanley-pinker//the-welder-1974.jpg!Large.jpg
Stanley Pinker,Still Life 1957,Cubism,still life,,1957,,https://uploads1.wikiart.org//images//stanley-pinker//still-life-1957.jpg!Large.jpg
Stanley Pinker,Ons Land 1957,Surrealism,landscape,,1957,,https://uploads8.wikiart.org//images//stanley-pinker//ons-land-1957.jpg!Large.jpg
Akira Kanayama,Work 1957 3,Art Informel,abstract,,1957,,https://uploads5.wikiart.org//images//akira-kanayama//work-1957-3.jpg
Akira Kanayama,Work 1957 2,Art Informel,abstract,,1957,,https://uploads5.wikiart.org//images//akira-kanayama//work-1957-2.jpg
Akira Kanayama,Work 1957 1,Art Informel,abstract,,1957,,https://uploads5.wikiart.org//images//akira-kanayama//work-1957-1.jpg
Akira Kanayama,Work 1957,Art Informel,abstract,,1957,,https://uploads3.wikiart.org//images//akira-kanayama//work-1957.jpg
Akira Kanayama,Ashiato 1956,Art Informel,abstract,,1956,,https://uploads6.wikiart.org//images//akira-kanayama//ashiato-1956.jpg
Akira Kanayama,Balloon 1955,Art Informel,abstract,,1955,,https://uploads6.wikiart.org//images//akira-kanayama//balloon-1955.jpg
Roberto Sambonet,Rst Set 1976,Concretism,design,,1976,,https://uploads8.wikiart.org//images//roberto-sambonet//rst-set-1976.jpg
Roberto Sambonet,Glasses 1972,Concretism,design,,1972,,https://uploads8.wikiart.org//images//roberto-sambonet//glasses-1972.jpg
Roberto Sambonet,Pesciera 1957,Concretism,design,,1957,,https://uploads0.wikiart.org//images//roberto-sambonet//pesciera-1957.jpg
Roberto Sambonet,Fish Poacher 1954,Concretism,design,,1954,,https://uploads4.wikiart.org//images//roberto-sambonet//fish-poacher-1954.jpg
Fernando Lanhas,O41 69 1969,Abstract Art,abstract,,1969,,https://uploads6.wikiart.org//images//fernando-lanhas//o41-69-1969.jpg
Fernando Lanhas,P68 84 E P90 85 1985,Abstract Art,abstract,,1985,,https://uploads6.wikiart.org//images//fernando-lanhas//p68-84-e-p90-85-1985.jpg
Fernando Lanhas,0 42 69 1969,Abstract Art,abstract,,1969,,https://uploads7.wikiart.org//images//fernando-lanhas//0-42-69-1969.jpg
Fernando Lanhas,O39 68 1968,Abstract Art,abstract,,1968,,https://uploads6.wikiart.org//images//fernando-lanhas//o39-68-1968.jpg
Fernando Lanhas,O32 60 1960,Abstract Art,abstract,,1960,,https://uploads6.wikiart.org//images//fernando-lanhas//o32-60-1960.jpg
Fernando Lanhas,O2 43 44 Ou O Violino 1944,Abstract Art,abstract,,1944,,https://uploads3.wikiart.org//images//fernando-lanhas//o2-43-44-ou-o-violino-1944.jpg
Jerzy Nowosielski,No Title Blue Abstraction 1997,Post-Painterly Abstraction,"abstract,religious painting",,,,https://uploads7.wikiart.org//00128//images//jerzy-nowosielski//80.jpg!Large.jpg
Jerzy Nowosielski,No Title Women In Red 1995,Neo-Expressionism,"abstract,religious painting",,,,https://uploads7.wikiart.org//00128//images//jerzy-nowosielski//76.jpg!Large.jpg
Jerzy Nowosielski,No Title Blue Women 1995,Neo-Expressionism,"abstract,religious painting",,,,https://uploads7.wikiart.org//00128//images//jerzy-nowosielski//78.jpg!Large.jpg
Jerzy Nowosielski,Sunrise In Bieszczady Sunrise In The Mountains 1963,Post-Painterly Abstraction,"abstract,religious painting",,,,https://uploads4.wikiart.org//00128//images//jerzy-nowosielski//canvas-1.png!Large.png
Jerzy Nowosielski,Narrow Gauge Railway In The Mountains 1963,Post-Painterly Abstraction,"abstract,religious painting",,,,https://uploads4.wikiart.org//00128//images//jerzy-nowosielski//canvas-2.png!Large.png
Tia Peltz,Norocel 1999,Expressionism,portrait,,1999,,https://uploads2.wikiart.org//images//tia-peltz//norocel-1999.jpg!Large.jpg
Tia Peltz,Girl With Blue Eyes 1996,Expressionism,sketch and study,,1996,,https://uploads5.wikiart.org//images//tia-peltz//girl-with-blue-eyes-1996.jpg!Large.jpg
Tia Peltz,Acroba I La Circ 1982,Expressionism,genre painting,,1982,,https://uploads2.wikiart.org//images//tia-peltz//acroba-i-la-circ-1982.jpg!Large.jpg
Tia Peltz,Fluierici 1958,Expressionism,portrait,,1958,,https://uploads3.wikiart.org//images//tia-peltz//fluierici-1958.jpg
